file_name,iso_code,latitude,longitude,heading
000147.png,us,43.54282753,-103.2040529,209
000148.png,br,-23.52287007,-53.41322289,172
000149.png,us,39.95977985,-104.8949319,146
000150.png,us,46.90633912,-96.11149611,21
000151.png,ar,-33.66211881,-65.45122171,10
000152.png,co,1.945416784,-76.02961765,232
000153.png,lt,54.12251762,23.58317287,213
000154.png,no,69.29895095,15.99673248,250
000155.png,ru,53.5784676,36.47060658,270
000156.png,jp,43.29183524,144.2401525,222
000157.png,ar,-40.43585993,-65.02171964,167
000158.png,ng,7.310967667,8.490271904,222
000159.png,ca,45.53469124,-71.53233355,162
000160.png,ca,50.66949762,-97.45247704,142
000161.png,nz,-39.70910338,176.8063498,82
000162.png,us,38.28407323,-103.4264059,91
000163.png,au,-30.76540652,118.3966714,157
000164.png,ca,49.74920947,-112.7560004,64
000165.png,it,42.13501247,14.39009309,271
000166.png,gb,57.33980212,-4.465365485,289
000167.png,fi,63.83734745,26.91432514,219
000168.png,ru,56.03484024,51.88332627,180
000169.png,us,46.03746187,-97.74733072,167
000170.png,br,-26.50955046,-49.85266735,182
000171.png,us,36.81123923,-97.20021298,140
000172.png,br,-28.18883421,-52.49810569,214
000173.png,ru,56.37593347,36.92755237,297
000174.png,us,28.83990767,-97.71067684,127
000175.png,ar,-40.24066011,-70.33219082,141
000176.png,us,47.38638063,-119.0439992,31
000177.png,no,66.34324197,14.53143232,294
000178.png,za,-23.01370122,27.9517287,324
000179.png,us,40.8419258,-90.28978005,30
000180.png,us,32.99029188,-89.39533312,130
000181.png,us,36.25865508,-87.83283964,260
000182.png,ru,59.23879012,61.35689366,307
000183.png,us,41.06627412,-109.9395676,179
000184.png,fr,44.40053267,3.699711211,282
000185.png,us,35.53065367,-92.03982213,247
000186.png,us,44.17299153,-120.5554364,131
000187.png,mx,26.11129037,-100.2228626,224
000188.png,us,29.49222388,-97.02952411,118
000189.png,bw,-24.35276954,25.43091636,292
000190.png,pt,41.71458742,-8.497475079,299
000191.png,se,57.74831253,15.05099416,187
000192.png,mn,48.85933718,89.96279798,132
000193.png,ru,55.52145001,70.29884421,112
000194.png,ph,8.699619234,117.7158638,121
000195.png,id,-9.702757796,120.0345527,211
000196.png,fr,50.25652895,2.196618339,219
000197.png,es,38.4685671,-4.350528691,185
000198.png,br,-7.058147425,-50.03243774,308
000199.png,us,33.60851166,-83.07840664,79
000200.png,ru,62.0669647,126.6927924,134
000201.png,id,1.522995417,102.2119553,256
000202.png,es,38.23487621,-5.334330704,354
000203.png,mx,31.25008889,-106.5069745,250
000204.png,za,-25.70051712,26.43117161,49
000205.png,th,16.53738238,98.83878496,92
000206.png,se,56.18998849,15.71019384,241
000207.png,lt,55.43154032,22.77253883,151
000208.png,br,-30.31595899,-54.99869783,4
000209.png,mx,28.01369182,-100.0334271,115
000210.png,tw,24.91606565,121.4112222,30
000211.png,us,37.42840032,-108.639862,254
000212.png,ru,55.93737249,49.92757772,55
000213.png,th,16.63372788,100.154004,200
000214.png,at,47.75778821,15.98230754,227
000215.png,uy,-33.80341074,-58.24182516,145
000216.png,us,31.58773371,-89.15192604,15
000217.png,us,33.00153512,-91.06425398,285
000218.png,ru,53.10718486,33.77688319,353
000219.png,us,44.91948346,-111.0527899,282
000220.png,ar,-38.55887661,-59.38385369,81
000221.png,mx,16.7264928,-96.8403383,56
000222.png,ru,53.95317501,51.1845133,115
000223.png,ar,-27.53860288,-57.17638333,129
000224.png,ca,50.38982165,-104.480448,302
000225.png,es,42.22428724,-2.095313745,65
000226.png,us,40.51027951,-97.50800159,159
000227.png,mx,20.42681628,-97.01690876,127
000228.png,mx,20.02016095,-100.0133817,36
000229.png,us,41.69278595,-98.358989,8
000230.png,bg,43.6797098,28.08463998,63
000231.png,uy,-33.92076946,-56.0322514,68
000232.png,ca,49.55914882,-95.59512911,30
000233.png,gr,35.4575482,24.16699949,345
000234.png,pt,39.26361143,-8.305788961,275
000235.png,fi,59.92624244,23.15639058,118
000236.png,ca,59.14508962,-117.635486,89
000237.png,co,8.848778076,-76.18035961,236
000238.png,pl,54.31051484,17.45773407,332
000239.png,mx,25.6472908,-111.2688612,66
000240.png,tr,37.07707188,38.64189694,232
000241.png,us,35.49836882,-88.59760849,202
000242.png,us,47.56150825,-116.9112129,82
000243.png,us,39.40551403,-83.12120369,61
000244.png,us,41.87481554,-103.6947569,243
000245.png,ru,45.46078017,40.1004185,294
000246.png,ru,53.89379785,48.77369286,27
000247.png,bg,43.39915991,27.35377532,248
000248.png,us,33.40796855,-90.98927492,355
000249.png,us,39.65201377,-123.6205069,100
000250.png,us,45.89577095,-104.5435783,229
000251.png,fr,46.49078578,-0.17409847,331
000252.png,us,43.08647162,-72.2771697,27
000253.png,fr,48.0460787,0.128661432,158
000254.png,br,-25.38520292,-54.29200116,144
000255.png,us,29.12194921,-80.95102602,118
000256.png,rs,46.1348278,19.88192501,155
000257.png,us,26.26544925,-97.91996431,4
000258.png,us,35.67170187,-99.92574536,260
000259.png,us,37.90358045,-110.4506796,155
000260.png,br,-21.67794758,-41.53082999,110
000261.png,br,-29.4596934,-52.98350898,248
000262.png,ar,-36.63463508,-61.88505689,231
000263.png,gr,39.79711184,22.84854427,269
000264.png,us,35.0375447,-88.94762904,169
000265.png,ca,45.35537306,-61.67637721,235
000266.png,us,34.19124379,-117.4318242,89
000267.png,us,46.83939398,-119.6294161,297
000268.png,us,36.5347845,-86.58446758,194
000269.png,au,-37.52529713,145.874586,189
000270.png,ru,54.89554938,35.65699399,237
000271.png,ch,46.78263052,7.389719859,198
000272.png,no,64.46073776,12.73704928,334
000273.png,us,32.35435256,-97.32322967,45
000274.png,ru,51.44186042,37.25254757,155
000275.png,br,-5.912205483,-39.52936508,173
000276.png,us,39.88529822,-85.85658268,100
000277.png,fr,43.44470158,6.696930306,340
000278.png,ru,65.7474222,69.86311667,357
000279.png,es,42.74163943,-5.001429495,184
000280.png,us,31.37068764,-86.62411134,107
000281.png,ca,44.83006645,-63.68284441,33
000282.png,ca,62.08523236,-135.3369312,328
000283.png,jp,33.86933227,132.8204218,184
000284.png,br,-3.390364365,-54.91030427,22
000285.png,lv,56.76481025,22.20907188,53
000286.png,au,-34.77578238,149.6943749,281
000287.png,us,37.62066143,-86.28508392,133
000288.png,us,34.3261347,-94.42082502,349
000289.png,us,43.58757188,-83.28060291,51
000290.png,us,40.17204293,-79.83869334,31
000291.png,fi,67.22568555,27.20382367,41
000292.png,ca,50.22277212,-111.1464437,307
000293.png,za,-27.16835119,22.78669959,128
000294.png,ru,51.11079327,36.81176565,162
000295.png,br,-12.23476681,-40.79686349,239
000296.png,us,45.45879652,-119.9158308,133
000297.png,br,-9.279950753,-45.59131405,184
000298.png,tr,37.56624204,36.55714829,328
000299.png,cl,-45.26718814,-71.5435177,51
000300.png,us,40.55557395,-89.92307725,163
000301.png,br,-19.20299464,-49.16560932,212
000302.png,us,33.36972663,-112.6286994,314
000303.png,br,-5.214282894,-39.69347068,125
000304.png,us,33.02883228,-93.48662598,157
000305.png,sk,48.53970875,21.79160883,289
000306.png,au,-37.76400743,148.4868493,20
000307.png,ch,47.25201932,8.835729371,126
000308.png,es,41.71881475,-2.162906288,102
000309.png,es,39.61521924,2.939330475,110
000310.png,pl,51.96570735,20.97937435,352
000311.png,no,59.73306573,5.983425072,185
000312.png,us,31.48580507,-93.57238791,103
000313.png,us,46.56400079,-85.31513217,295
000314.png,ca,51.41599876,-112.849796,21
000315.png,au,-22.87765026,114.8945173,52
000316.png,au,-34.55513501,138.7155637,312
000317.png,ar,-34.85126414,-60.77929278,169
000318.png,us,44.04562939,-69.49401706,285
000319.png,us,45.44572235,-85.04721761,245
000320.png,us,35.3377519,-119.8431375,52
000321.png,ru,64.19070887,38.19817253,94
000322.png,th,15.77727617,99.66932393,266
000323.png,us,46.38408751,-96.2651374,154
000324.png,ke,0.284877347,37.58557282,194
000325.png,fr,49.44302336,6.447282863,304
000326.png,br,-1.776604602,-47.07745101,160
000327.png,nl,52.92945739,6.740497246,295
000328.png,kr,33.45904553,126.7968339,191
000329.png,ar,-31.39513678,-62.92959254,233
000330.png,br,-18.72623686,-50.98967893,131
000331.png,fr,43.37068193,3.147226357,26
000332.png,ie,53.19710115,-6.458902111,245
000333.png,br,-30.14651505,-50.3061984,130
000334.png,id,-1.736350076,105.8693074,93
000335.png,au,-33.2684069,118.250406,210
000336.png,cl,-32.49638828,-71.18267959,329
000337.png,fr,47.85079655,1.32792341,19
000338.png,ca,43.69108801,-80.24647647,41
000339.png,mx,16.63166737,-94.96161534,95
000340.png,us,45.98778635,-96.302912,57
000341.png,ru,56.35423244,36.35666792,8
000342.png,se,63.05953759,16.42405491,12
000343.png,ph,17.61312597,121.7910553,83
000344.png,us,37.39437652,-100.1501609,173
000345.png,ca,60.0380598,-132.2520841,159
000346.png,fr,47.73778881,0.429084696,44
000347.png,ca,62.0332558,-128.352158,319
000348.png,gr,39.39968303,22.2739054,358
000349.png,au,-28.61412419,122.4225477,196
000350.png,ru,58.97142474,36.58145044,312
000351.png,za,-27.70475786,25.39730297,328
000352.png,au,-34.07062419,139.8240691,126
000353.png,us,40.99280335,-99.749243,298
000354.png,us,32.99828744,-90.47011177,243
000355.png,br,-24.89743723,-53.07459817,241
000356.png,us,41.23138043,-91.00433394,152
000357.png,th,15.34257654,101.7855538,315
000358.png,ca,50.30978234,-110.0460707,304
000359.png,za,-26.66789088,29.54885306,103
000360.png,us,28.12576259,-97.85274661,30
000361.png,au,-34.20786032,145.1695525,242
000362.png,us,41.48438355,-87.78818616,242
000363.png,ng,7.331699845,8.00663269,60
000364.png,fr,46.0449771,4.638062453,334
000365.png,pe,-9.630857405,-78.25781598,266
000366.png,jp,34.58270412,133.8505789,125
000367.png,ru,58.09785977,59.88997545,10
000368.png,es,39.94265668,-0.573957485,203
000369.png,us,40.61050292,-75.07355079,194
000370.png,us,28.44861399,-98.35320142,176
000371.png,us,42.82785491,-93.83298399,173
000372.png,no,71.15251083,25.77674132,303
000373.png,ng,11.25162462,7.827151323,109
000374.png,ca,65.91922652,-137.5195152,212
000375.png,br,-8.581069847,-38.30125062,166
000376.png,mn,48.10998764,106.6357702,77
000377.png,ca,46.64213416,-70.68553912,125
000378.png,lk,6.229501389,80.60243145,200
000379.png,br,-8.161647166,-41.11719049,326
000380.png,pt,39.88366779,-7.000230938,313
000381.png,nz,-39.98403284,176.6912189,316
000382.png,th,16.58344444,103.0079045,185
000383.png,ar,-38.63171877,-69.35845275,289
000384.png,us,47.30222281,-122.1143573,162
000385.png,lt,55.35494239,25.28459327,204
000386.png,us,46.97781779,-97.3837272,246
000387.png,se,62.04891782,15.26334703,181
000388.png,us,38.81195708,-88.82204628,286
000389.png,br,-14.21075518,-56.0882324,68
000390.png,ru,63.45241838,48.54936834,126
000391.png,br,-14.45697991,-49.74378686,154
000392.png,sn,13.01439837,-15.77012861,179
000393.png,us,39.40327397,-117.2946495,0
000394.png,us,47.03949566,-123.3337668,274
000395.png,br,-21.8174471,-42.22354257,102
000396.png,ar,-45.78800431,-67.54729445,69
000397.png,us,41.60586406,-73.89239057,191
000398.png,ee,58.36934946,25.47831071,341
000399.png,mx,25.57542406,-97.81604207,270
000400.png,in,24.66222605,73.86416322,116
000401.png,us,45.22113389,-84.35912109,309
000402.png,ca,45.33303446,-75.02726719,232
000403.png,es,38.35115222,-2.016300486,231
000404.png,us,37.98656878,-82.09467521,37
000405.png,us,39.53870501,-101.7071164,309
000406.png,us,28.00566594,-98.59307343,210
000407.png,th,14.32843852,99.45413034,4
000408.png,us,35.18150915,-107.9086188,71
000409.png,tw,23.48721755,121.340234,81
000410.png,pl,51.32670823,18.80568176,282
000411.png,it,45.65608733,12.16010813,55
000412.png,tr,38.35746505,27.29654982,207
000413.png,ar,-39.38394968,-70.86028234,307
000414.png,no,63.24964075,10.76599197,9
000415.png,ru,55.81846466,59.78399217,100
000416.png,us,34.65638695,-119.3830561,246
000417.png,us,38.31292921,-108.6792811,256
000418.png,ar,-27.18444186,-63.53468404,308
000419.png,ru,58.3222416,57.61671894,318
000420.png,hu,47.99134116,20.8537703,235
000421.png,es,37.83509784,-4.099931945,254
000422.png,us,37.55023051,-87.180045,116
000423.png,za,-33.27346968,26.47706471,268
000424.png,dk,56.52418365,10.6266936,300
000425.png,ru,55.8291255,48.64934836,4
000426.png,us,35.48419628,-77.63589156,158
000427.png,lk,7.167509047,80.5603076,56
000428.png,us,42.80789723,-99.33521313,123
000429.png,ca,48.30606289,-89.70676014,233
000430.png,us,38.22013645,-80.92458711,61
000431.png,au,-29.89227133,150.6230564,245
000432.png,br,-14.9240429,-42.40671913,159
000433.png,au,-26.71035355,148.8881794,220
000434.png,sn,16.35580034,-15.97808158,269
000435.png,fr,48.09356069,4.209527938,226
000436.png,fi,63.001294,22.21565287,288
000437.png,ca,51.62305159,-68.23261929,353
000438.png,ca,49.83650015,-104.2142692,39
000439.png,is,65.56022132,-21.48635503,83
000440.png,ru,52.57838349,34.62477319,165
000441.png,us,42.23385265,-90.77420987,31
000442.png,se,65.50248618,15.76564967,260
000443.png,lt,54.30285474,23.86019221,187
000444.png,ru,51.90784452,94.34087998,166
000445.png,us,42.29752274,-83.74747318,156
000446.png,au,-34.05467839,141.1777747,115
000447.png,us,43.66969875,-122.7047188,214
000448.png,br,-7.675132101,-36.4681323,82
000449.png,id,-7.075451332,109.4914201,13
000450.png,br,-5.237326981,-40.74524335,240
000451.png,mx,19.17552711,-103.6643404,117
000452.png,ee,58.77497162,26.74849829,309
000453.png,us,34.90202004,-114.644486,191
000454.png,us,36.863162,-101.167161,263
000455.png,us,35.61058015,-94.28642041,297
000456.png,us,35.13130706,-77.99777682,280
000457.png,it,40.19694849,15.4421245,224
000458.png,us,36.10348044,-98.72545594,185
000459.png,ru,60.7801225,46.18195173,258
000460.png,ru,52.97257169,35.52028441,260
000461.png,au,-29.64549052,150.5420908,50
000462.png,id,-5.393940796,122.6285043,314
000463.png,za,-29.55366019,25.20926625,277
000464.png,ca,61.74682051,-131.1531719,284
000465.png,kh,13.97308016,106.1713704,274
000466.png,ru,55.95432984,83.50472351,254
000467.png,ke,-1.700067452,37.29711976,31
000468.png,ph,13.54430519,123.3363472,218
000469.png,ca,48.55840289,-59.18676325,64
000470.png,br,-8.519780543,-35.94079132,231
000471.png,gb,56.69403003,-3.702179453,9
000472.png,us,35.21504249,-103.1024564,344
000473.png,us,46.50345179,-91.97437035,206
000474.png,au,-42.40463323,147.9694915,210
000475.png,in,26.74765011,74.9509724,112
000476.png,kr,37.20805115,128.3514222,116
000477.png,us,46.75771509,-111.3729086,197
000478.png,au,-24.29999217,150.4620899,106
000479.png,br,-28.90474749,-50.03453443,59
000480.png,us,36.38031832,-117.8037463,35
000481.png,lt,55.93347564,25.08966696,49
000482.png,fr,42.85579538,1.108414721,216
000483.png,ru,51.32830962,90.55102359,38
000484.png,au,-31.37152128,131.4529227,138
000485.png,th,17.25467956,101.741445,233
000486.png,it,37.51770048,14.09628132,61
000487.png,pe,-6.869422781,-78.62216516,15
000488.png,us,45.89407424,-120.2011704,355
000489.png,ca,49.05720984,-54.57465159,250
000490.png,cl,-47.1694414,-71.98798541,340
000491.png,no,59.63166662,11.09886659,26
000492.png,us,36.99884293,-92.89718106,222
000493.png,id,-7.444144146,110.6880298,200
000494.png,us,44.69907727,-123.6960448,155
000495.png,us,45.40228119,-68.59865056,217
000496.png,ng,9.897547371,7.906827192,115
000497.png,ph,7.828265235,123.085928,350
000498.png,us,32.2757609,-88.47026053,116
000499.png,ph,10.42536398,123.7122363,0
000500.png,au,-37.67153171,143.3699825,248
000501.png,it,40.28014066,8.550245086,126
000502.png,jp,42.86112068,140.600696,201
000503.png,us,41.09136659,-86.22740433,328
000504.png,br,-16.71406488,-43.82054573,98
000505.png,us,48.52157675,-113.0728329,333
000506.png,ca,56.68949973,-79.28802906,28
000507.png,ar,-40.54057727,-66.09626971,131
000508.png,gt,15.58846592,-90.0768012,245
000509.png,fr,45.60080208,1.106624644,262
000510.png,es,40.30439214,-1.443488604,243
000511.png,tr,38.92464421,43.62941005,230
000512.png,us,40.62828045,-93.89588073,243
000513.png,ru,57.18235566,42.5671706,126
000514.png,no,70.92459062,27.76184021,275
000515.png,jp,36.73385153,138.3196458,200
000516.png,ru,56.05939058,60.18168583,220
000517.png,id,-3.536523441,120.9286283,249
000518.png,ar,-38.52841355,-59.08809742,250
000519.png,it,40.17552859,15.08944432,138
000520.png,it,45.71697817,12.53151986,146
000521.png,us,34.24518976,-103.0299577,252
000522.png,gh,6.839012034,0.38475072,211
000523.png,ca,53.27963283,-113.1533607,269
000524.png,hu,47.96969932,22.77645212,152
000525.png,ua,49.18332384,32.50660267,352
000526.png,fr,47.53914493,-0.392897682,50
000527.png,al,41.57248218,20.05114331,206
000528.png,au,-31.82679944,132.3029712,336
000529.png,gb,56.26405539,-5.281150403,330
000530.png,hu,46.18390401,19.31877257,74
000531.png,us,32.90328432,-81.15693816,43
000532.png,au,-23.55042465,145.2567855,63
000533.png,ru,54.1661271,45.10993818,341
000534.png,ru,51.75854714,113.9283387,254
000535.png,us,38.18397449,-121.9709609,207
000536.png,cl,-33.28314358,-70.60219119,144
000537.png,ru,58.8403276,32.24474518,261
000538.png,au,-32.86855424,138.8768801,13
000539.png,id,1.254127709,102.1383083,39
000540.png,au,-33.94345146,116.5609832,252
000541.png,us,34.78165228,-77.68849594,311
000542.png,ph,7.900729389,125.1421515,88
000543.png,ca,42.77251429,-80.3681162,18
000544.png,us,38.12555213,-97.95922161,271
000545.png,id,1.388814584,100.5441145,266
000546.png,us,48.65252964,-101.3862193,172
000547.png,ru,52.32500862,47.92054803,208
000548.png,ru,55.87287495,51.72643041,184
000549.png,us,48.05904974,-103.992364,223
000550.png,ru,56.60852248,38.50395444,283
000551.png,es,41.81272978,-2.167480412,335
000552.png,ar,-44.56919936,-66.49430228,273
000553.png,us,33.04979085,-90.00982873,236
000554.png,gr,40.98275613,23.30592332,151
000555.png,au,-36.20409039,147.7447007,32
000556.png,us,44.52758255,-72.87802635,163
000557.png,it,41.54295385,12.96460872,332
000558.png,us,34.1319489,-90.60607954,140
000559.png,ar,-35.427624,-67.76185794,357
000560.png,br,-13.60963178,-39.54195231,295
000561.png,us,33.97122231,-96.5005007,85
000562.png,bg,42.20924545,25.3636097,50
000563.png,ru,63.13027313,138.4211283,326
000564.png,za,-26.7442686,28.29248036,201
000565.png,us,44.23601986,-118.233284,34
000566.png,ru,56.09224727,97.47581102,301
000567.png,ca,56.30471996,-120.5584127,326
000568.png,th,15.20928989,103.0474722,162
000569.png,sn,14.76809981,-16.96194861,18
000570.png,it,39.83526314,16.30138413,184
000571.png,us,41.05490403,-104.3702199,125
000572.png,es,37.33171899,-3.847039999,182
000573.png,pl,50.51526178,18.31588916,311
000574.png,se,59.21173452,11.97976812,251
000575.png,us,34.98155317,-90.98349686,58
000576.png,be,51.31648908,4.711976452,297
000577.png,us,35.29589067,-92.93843272,300
000578.png,ca,45.31295498,-74.15931614,186
000579.png,be,51.02836406,3.770104291,357
000580.png,au,-28.50683555,152.4368813,200
000581.png,au,-41.54178993,148.2847868,160
000582.png,cl,-45.39045296,-72.63897572,259
000583.png,us,42.48184529,-75.40579138,205
000584.png,br,-15.84729277,-50.72977087,84
000585.png,br,-27.27695262,-53.8349862,289
000586.png,ar,-32.100948,-65.06377703,175
000587.png,fi,62.75772282,26.423155,271
000588.png,gb,55.25532464,-4.628803321,196
000589.png,us,40.94061613,-81.41225357,332
000590.png,ph,15.23675279,120.6071106,64
000591.png,br,-25.10562753,-54.10654765,346
000592.png,us,48.75502022,-109.9522646,15
000593.png,at,48.75960768,15.67678814,78
000594.png,us,33.81043876,-104.648044,161
000595.png,no,59.73572771,5.975208587,308
000596.png,is,65.78256065,-19.28296538,186
000597.png,ca,46.36471379,-70.60214734,27
000598.png,pt,38.75971246,-8.422070458,136
000599.png,gt,15.94543368,-90.12943096,40
000600.png,br,-21.91274778,-48.2455113,308
000601.png,br,-15.50636907,-47.45435773,51
000602.png,mx,31.16840045,-111.298413,63
000603.png,mx,22.20560782,-101.2893177,11
000604.png,ke,3.604059691,35.0728197,195
000605.png,ru,58.02689152,63.91188492,199
000606.png,gb,55.65084541,-1.910309335,128
000607.png,es,42.59254106,-3.414337925,133
000608.png,it,46.49687965,11.29986763,34
000609.png,za,-22.39935409,30.72766154,81
000610.png,ru,57.40344968,49.42446252,237
000611.png,br,-10.68672907,-55.48434589,356
000612.png,pl,53.81289083,16.1429301,102
000613.png,us,36.7015385,-101.2058437,296
000614.png,it,41.1875213,16.32858311,174
000615.png,br,-20.61638623,-45.15727575,187
000616.png,ca,49.47233905,-119.6855135,243
000617.png,au,-29.4884813,150.5834274,126
000618.png,fr,49.7526642,3.353300287,74
000619.png,au,-18.91372178,139.0272125,309
000620.png,us,32.81461027,-100.5729672,79
000621.png,us,31.97958612,-83.96421915,109
000622.png,al,41.55915531,20.42764247,272
000623.png,br,-2.949880917,-44.84541684,95
000624.png,lv,56.64297322,23.40786986,63
000625.png,fi,64.50026856,26.37337412,289
000626.png,us,37.52150734,-91.91114194,11
000627.png,br,-10.65209433,-48.68872361,40
000628.png,my,2.745809957,101.8691069,276
000629.png,us,37.60947567,-99.18640907,42
000630.png,co,6.521376703,-75.60118908,15
